seed,detector,variant,view,rewrite,n_harm,recall,miss_mean_p,conf_miss,fpr,recall_swap_storm,recall_early_measure,auc,ece,dj_fpr
0,ngram_lr,clean,L3,none,89,0.9438202247191011,0.3909567728180973,0.0,0.0,nan,0.9438202247191011,0.999645180366647,0.1149487187133196,0.0
0,ngram_lr,clean,L3,swap_to_3cx,182,0.45604395604395603,0.16403962596434923,0.09340659340659341,0.0,0.0,0.9325842696629213,,,
0,ngram_lr,clean,L3,identity_pad,90,0.9444444444444444,0.39005962531033117,0.0,0.0,nan,0.9444444444444444,,,
0,ngram_lr,clean,L3,cx_pad,89,0.9438202247191011,0.4198417176638003,0.0,0.0,nan,0.9438202247191011,,,
0,ngram_lr,clean,L3,decompose,183,0.45901639344262296,0.15679526599362184,0.09289617486338798,0.0,0.0,0.9438202247191011,,,
0,ngram_lr,clean,L3,relabel,89,0.9325842696629213,0.42928505828361024,0.0,0.0,nan,0.9325842696629213,,,
0,ngram_lr,clean,L3,combined,182,0.46153846153846156,0.1641224876096685,0.09340659340659341,0.0,0.0,0.9438202247191011,,,
0,ngram_lr,aug_loro,L3,swap_to_3cx,182,0.9835164835164835,0.3628905879514454,0.0,0.0,1.0,0.9662921348314607,,,
0,ngram_lr,aug_loro,L3,identity_pad,90,0.9444444444444444,0.31172891218258714,0.0,0.0,nan,0.9444444444444444,,,
0,ngram_lr,aug_loro,L3,cx_pad,89,0.9550561797752809,0.34534793878079384,0.0,0.0,nan,0.9550561797752809,,,
0,ngram_lr,aug_loro,L3,decompose,183,0.9890710382513661,0.29733275182034574,0.0,0.0,1.0,0.9775280898876404,,,
0,ngram_lr,aug_loro,L3,relabel,89,0.9550561797752809,0.3369106312738958,0.0,0.0,nan,0.9550561797752809,,,
0,ngram_lr,aug_loro,L3,combined,182,0.9945054945054945,0.44540719491545305,0.0,0.0,1.0,0.9887640449438202,,,
0,cnn,clean,L3,none,89,1.0,nan,0.0,0.0,nan,1.0,1.0,0.004736125846292176,0.0
